ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
LOC100578161	GO:0003676	apoptotic chromatin condensation inducer in the nucleus, transcript variant X1	nucleic acid binding	molecular_function	GB45429
LOC100578161	GO:0003723	apoptotic chromatin condensation inducer in the nucleus, transcript variant X1	RNA binding	molecular_function	GB45429
GeneID_408423	GO:0006355	FoxP protein	regulation of transcription, DNA-templated	biological_process	GB40150
GeneID_408423	GO:0043565	FoxP protein	sequence-specific DNA binding	molecular_function	GB40150
GeneID_408423	GO:0003700	FoxP protein	DNA-binding transcription factor activity	molecular_function	GB40150
GeneID_408423	GO:0005634	FoxP protein	nucleus	cellular_component	GB40150
GeneID_408423	GO:0046872	FoxP protein	metal ion binding	molecular_function	GB40150
GeneID_408423	GO:0003677	FoxP protein	DNA binding	molecular_function	GB40150
LOC100578721	GO:0005096	TBC1 domain family member 20, transcript variant X2	GTPase activator activity	molecular_function	GB55281
LOC100578721	GO:0016192	TBC1 domain family member 20, transcript variant X2	vesicle-mediated transport	biological_process	GB55281
LOC100578721	GO:0043547	TBC1 domain family member 20, transcript variant X2	positive regulation of GTPase activity	biological_process	GB55281
LOC725459	GO:0016021	transmembrane protein 267, transcript variant X2	integral component of membrane	cellular_component	GB51565
LOC725606	GO:0004252	serine protease gd, transcript variant X3	serine-type endopeptidase activity	molecular_function	GB40831
LOC725606	GO:0006508	serine protease gd, transcript variant X3	proteolysis	biological_process	GB40831
LOC411102	GO:0016020	G-protein coupled receptor 143, transcript variant X2	membrane	cellular_component	GB44450
LOC411102	GO:0004930	G-protein coupled receptor 143, transcript variant X2	G protein-coupled receptor activity	molecular_function	GB44450
LOC411102	GO:0007186	G-protein coupled receptor 143, transcript variant X2	G protein-coupled receptor signaling pathway	biological_process	GB44450
LOC411102	GO:0035240	G-protein coupled receptor 143, transcript variant X2	dopamine binding	molecular_function	GB44450
LOC411102	GO:0072544	G-protein coupled receptor 143, transcript variant X2	L-DOPA binding	molecular_function	GB44450
LOC411102	GO:0072545	G-protein coupled receptor 143, transcript variant X2	tyrosine binding	molecular_function	GB44450
LOC552156	GO:0003677	DNA-directed RNA polymerase II subunit RPB2	DNA binding	molecular_function	GB40205
LOC552156	GO:0003899	DNA-directed RNA polymerase II subunit RPB2	DNA-directed 5'-3' RNA polymerase activity	molecular_function	GB40205
LOC552156	GO:0006351	DNA-directed RNA polymerase II subunit RPB2	transcription, DNA-templated	biological_process	GB40205
LOC552156	GO:0032549	DNA-directed RNA polymerase II subunit RPB2	ribonucleoside binding	molecular_function	GB40205
LOC551345	GO:0005515	WD repeat-containing protein 55 homolog	protein binding	molecular_function	GB41485
LOC552398	GO:0016021	beta-1,3-galactosyltransferase 1-like	integral component of membrane	cellular_component	GB48222
LOC552398	GO:0000139	beta-1,3-galactosyltransferase 1-like	Golgi membrane	cellular_component	GB48222
LOC552398	GO:0006486	beta-1,3-galactosyltransferase 1-like	protein glycosylation	biological_process	GB48222
LOC552398	GO:0016757	beta-1,3-galactosyltransferase 1-like	glycosyltransferase activity	molecular_function	GB48222
LOC552398	GO:0016020	beta-1,3-galactosyltransferase 1-like	membrane	cellular_component	GB48222
LOC552398	GO:0016758	beta-1,3-galactosyltransferase 1-like	hexosyltransferase activity	molecular_function	GB48222
LOC552398	GO:0016740	beta-1,3-galactosyltransferase 1-like	transferase activity	molecular_function	GB48222
LOC552398	GO:0005794	beta-1,3-galactosyltransferase 1-like	Golgi apparatus	cellular_component	GB48222
GeneID_100049551	GO:0005576	bursicon subunit alpha	extracellular region	cellular_component	GB45446
GeneID_100049551	GO:0005179	bursicon subunit alpha	hormone activity	molecular_function	GB45446
GeneID_100049551	GO:0007593	bursicon subunit alpha	chitin-based cuticle sclerotization	biological_process	GB45446
GeneID_100049551	GO:0048067	bursicon subunit alpha	cuticle pigmentation	biological_process	GB45446
GeneID_100049551	GO:0007165	bursicon subunit alpha	signal transduction	biological_process	GB45446
LOC409680	GO:0005515	tubby-related protein 4, transcript variant X3	protein binding	molecular_function	GB49969
LOC410582	GO:0003824	ornithine aminotransferase, mitochondrial	catalytic activity	molecular_function	GB50217
LOC410582	GO:0008483	ornithine aminotransferase, mitochondrial	transaminase activity	molecular_function	GB50217
LOC410582	GO:0030170	ornithine aminotransferase, mitochondrial	pyridoxal phosphate binding	molecular_function	GB50217
LOC551461	GO:0016021	adenylate cyclase type 2, transcript variant X1	integral component of membrane	cellular_component	GB48102
LOC551461	GO:0035556	adenylate cyclase type 2, transcript variant X1	intracellular signal transduction	biological_process	GB48102
LOC551461	GO:0009190	adenylate cyclase type 2, transcript variant X1	cyclic nucleotide biosynthetic process	biological_process	GB48102
LOC551461	GO:0016849	adenylate cyclase type 2, transcript variant X1	phosphorus-oxygen lyase activity	molecular_function	GB48102
LOC551461	GO:0000166	adenylate cyclase type 2, transcript variant X1	nucleotide binding	molecular_function	GB48102
LOC551461	GO:0016020	adenylate cyclase type 2, transcript variant X1	membrane	cellular_component	GB48102
LOC551461	GO:0016829	adenylate cyclase type 2, transcript variant X1	lyase activity	molecular_function	GB48102
LOC551461	GO:0050896	adenylate cyclase type 2, transcript variant X1	response to stimulus	biological_process	GB48102
LOC551461	GO:0009975	adenylate cyclase type 2, transcript variant X1	cyclase activity	molecular_function	GB48102
LOC551590	GO:0046983	upstream stimulatory factor 1	protein dimerization activity	molecular_function	GB40634
LOC100577932	GO:0016021	uncharacterized LOC100577932, transcript variant X3	integral component of membrane	cellular_component	
LOC552629	GO:0046872	copper chaperone for superoxide dismutase, transcript variant X1	metal ion binding	molecular_function	GB46896
LOC552629	GO:0006801	copper chaperone for superoxide dismutase, transcript variant X1	superoxide metabolic process	biological_process	GB46896
LOC552629	GO:0004784	copper chaperone for superoxide dismutase, transcript variant X1	superoxide dismutase activity	molecular_function	GB46896
LOC552629	GO:0030001	copper chaperone for superoxide dismutase, transcript variant X1	metal ion transport	biological_process	GB46896
LOC410207	GO:0005737	dihydropyrimidine dehydrogenase [NADP(+)]	cytoplasm	cellular_component	GB50971
LOC410207	GO:0003824	dihydropyrimidine dehydrogenase [NADP(+)]	catalytic activity	molecular_function	GB50971
LOC410207	GO:0016491	dihydropyrimidine dehydrogenase [NADP(+)]	oxidoreductase activity	molecular_function	GB50971
LOC410207	GO:0051539	dihydropyrimidine dehydrogenase [NADP(+)]	4 iron, 4 sulfur cluster binding	molecular_function	GB50971
LOC410207	GO:0051536	dihydropyrimidine dehydrogenase [NADP(+)]	iron-sulfur cluster binding	molecular_function	GB50971
LOC410207	GO:0016627	dihydropyrimidine dehydrogenase [NADP(+)]	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GB50971
LOC410207	GO:0019483	dihydropyrimidine dehydrogenase [NADP(+)]	beta-alanine biosynthetic process	biological_process	GB50971
LOC410207	GO:0017113	dihydropyrimidine dehydrogenase [NADP(+)]	dihydropyrimidine dehydrogenase (NADP+) activity	molecular_function	GB50971
LOC410207	GO:0006207	dihydropyrimidine dehydrogenase [NADP(+)]	'de novo' pyrimidine nucleobase biosynthetic process	biological_process	GB50971
LOC410207	GO:0004152	dihydropyrimidine dehydrogenase [NADP(+)]	dihydroorotate dehydrogenase activity	molecular_function	GB50971
LOC410207	GO:0006212	dihydropyrimidine dehydrogenase [NADP(+)]	uracil catabolic process	biological_process	GB50971
LOC410207	GO:0006210	dihydropyrimidine dehydrogenase [NADP(+)]	thymine catabolic process	biological_process	GB50971
LOC552315	GO:0005737	ubiquitin-like-conjugating enzyme ATG3	cytoplasm	cellular_component	GB54956
LOC552315	GO:0015031	ubiquitin-like-conjugating enzyme ATG3	protein transport	biological_process	GB54956
LOC552315	GO:0006914	ubiquitin-like-conjugating enzyme ATG3	autophagy	biological_process	GB54956
LOC552315	GO:0019787	ubiquitin-like-conjugating enzyme ATG3	ubiquitin-like protein transferase activity	molecular_function	GB54956
GeneID_726970	GO:0016021	cys-loop ligand-gated ion channel subunit 8916	integral component of membrane	cellular_component	GB45548
GeneID_726970	GO:0016020	cys-loop ligand-gated ion channel subunit 8916	membrane	cellular_component	GB45548
GeneID_726970	GO:0005230	cys-loop ligand-gated ion channel subunit 8916	extracellular ligand-gated ion channel activity	molecular_function	GB45548
GeneID_726970	GO:0004888	cys-loop ligand-gated ion channel subunit 8916	transmembrane signaling receptor activity	molecular_function	GB45548
GeneID_726970	GO:0006811	cys-loop ligand-gated ion channel subunit 8916	ion transport	biological_process	GB45548
GeneID_726970	GO:0004890	cys-loop ligand-gated ion channel subunit 8916	GABA-A receptor activity	molecular_function	GB45548
GeneID_726970	GO:0005216	cys-loop ligand-gated ion channel subunit 8916	ion channel activity	molecular_function	GB45548
GeneID_726970	GO:0034220	cys-loop ligand-gated ion channel subunit 8916	ion transmembrane transport	biological_process	GB45548
GeneID_726970	GO:0005886	cys-loop ligand-gated ion channel subunit 8916	plasma membrane	cellular_component	GB45548
LOC409802	GO:0006511	proteasome subunit alpha type-2	ubiquitin-dependent protein catabolic process	biological_process	GB53799
LOC409802	GO:0019773	proteasome subunit alpha type-2	proteasome core complex, alpha-subunit complex	cellular_component	GB53799
LOC409802	GO:0005839	proteasome subunit alpha type-2	proteasome core complex	cellular_component	GB53799
LOC409802	GO:0051603	proteasome subunit alpha type-2	proteolysis involved in cellular protein catabolic process	biological_process	GB53799
LOC411126	GO:0005515	broad-complex core protein isoforms 1/2/3/4/5, transcript variant X7	protein binding	molecular_function	GB45709
LOC411126	GO:0003677	broad-complex core protein isoforms 1/2/3/4/5, transcript variant X7	DNA binding	molecular_function	GB45709
LOC410383	GO:0003676	calcium homeostasis endoplasmic reticulum protein, transcript variant X2	nucleic acid binding	molecular_function	GB52037
LOC410383	GO:0006874	calcium homeostasis endoplasmic reticulum protein, transcript variant X2	cellular calcium ion homeostasis	biological_process	GB52037
LOC410383	GO:0003723	calcium homeostasis endoplasmic reticulum protein, transcript variant X2	RNA binding	molecular_function	GB52037
LOC410383	GO:0006396	calcium homeostasis endoplasmic reticulum protein, transcript variant X2	RNA processing	biological_process	GB52037
LOC409292	GO:0005739	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	mitochondrion	cellular_component	GB48527
LOC409292	GO:0000287	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	magnesium ion binding	molecular_function	GB48527
LOC409292	GO:0051287	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	NAD binding	molecular_function	GB48527
LOC409292	GO:0016616	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GB48527
LOC409292	GO:0006099	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	tricarboxylic acid cycle	biological_process	GB48527
LOC409292	GO:0004449	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	isocitrate dehydrogenase (NAD+) activity	molecular_function	GB48527
LOC551492	GO:0005739	protein arginine methyltransferase NDUFAF7 homolog, mitochondrial, transcript variant X4	mitochondrion	cellular_component	GB55563
LOC551492	GO:0035243	protein arginine methyltransferase NDUFAF7 homolog, mitochondrial, transcript variant X4	protein-arginine omega-N symmetric methyltransferase activity	molecular_function	GB55563
LOC409963	GO:0005524	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2	ATP binding	molecular_function	GB40168
LOC409963	GO:0003824	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2	catalytic activity	molecular_function	GB40168
LOC409963	GO:0003873	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2	6-phosphofructo-2-kinase activity	molecular_function	GB40168
LOC409963	GO:0006000	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2	fructose metabolic process	biological_process	GB40168
LOC409963	GO:0006003	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, transcript variant X2	fructose 2,6-bisphosphate metabolic process	biological_process	GB40168
LOC552782	GO:0002098	dentin sialophosphoprotein, transcript variant X4	tRNA wobble uridine modification	biological_process	GB45692
LOC552782	GO:0016300	dentin sialophosphoprotein, transcript variant X4	tRNA (uracil) methyltransferase activity	molecular_function	GB45692
LOC552782	GO:0008168	dentin sialophosphoprotein, transcript variant X4	methyltransferase activity	molecular_function	GB45692
LOC412354	GO:0005085	uncharacterized LOC412354, transcript variant X2	guanyl-nucleotide exchange factor activity	molecular_function	GB53970
LOC411493	GO:0016021	protein transport protein SFT2	integral component of membrane	cellular_component	GB55800
LOC411493	GO:0016192	protein transport protein SFT2	vesicle-mediated transport	biological_process	GB55800
LOC411493	GO:0015031	protein transport protein SFT2	protein transport	biological_process	GB55800
LOC727396	GO:0005524	eukaryotic translation initiation factor 2-alpha kinase, transcript variant X1	ATP binding	molecular_function	GB44758
LOC727396	GO:0004672	eukaryotic translation initiation factor 2-alpha kinase, transcript variant X1	protein kinase activity	molecular_function	GB44758
LOC727396	GO:0006468	eukaryotic translation initiation factor 2-alpha kinase, transcript variant X1	protein phosphorylation	biological_process	GB44758
LOC727396	GO:0005515	eukaryotic translation initiation factor 2-alpha kinase, transcript variant X1	protein binding	molecular_function	GB44758
LOC551983	GO:0004799	thymidylate synthase	thymidylate synthase activity	molecular_function	GB41159
LOC551983	GO:0006231	thymidylate synthase	dTMP biosynthetic process	biological_process	GB41159
LOC551983	GO:0016741	thymidylate synthase	transferase activity, transferring one-carbon groups	molecular_function	GB41159
LOC100576382	GO:0016021	uncharacterized LOC100576382	integral component of membrane	cellular_component	
LOC552012	GO:0007165	SH2B adapter protein 1, transcript variant X2	signal transduction	biological_process	GB55560
LOC552012	GO:0035591	SH2B adapter protein 1, transcript variant X2	signaling adaptor activity	molecular_function	GB55560
LOC410746	GO:0016614	glucose dehydrogenase [FAD, quinone], transcript variant X2	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GB51816
LOC410746	GO:0050660	glucose dehydrogenase [FAD, quinone], transcript variant X2	flavin adenine dinucleotide binding	molecular_function	GB51816
LOC409724	GO:0006886	ADP-ribosylation factor-binding protein GGA1, transcript variant X1	intracellular protein transport	biological_process	GB45638
LOC409724	GO:0016192	ADP-ribosylation factor-binding protein GGA1, transcript variant X1	vesicle-mediated transport	biological_process	GB45638
LOC409724	GO:0035091	ADP-ribosylation factor-binding protein GGA1, transcript variant X1	phosphatidylinositol binding	molecular_function	GB45638
LOC409724	GO:0043130	ADP-ribosylation factor-binding protein GGA1, transcript variant X1	ubiquitin binding	molecular_function	GB45638
LOC552161	GO:0016592	mediator of RNA polymerase II transcription subunit 9	mediator complex	cellular_component	GB40892
LOC552161	GO:0006357	mediator of RNA polymerase II transcription subunit 9	regulation of transcription by RNA polymerase II	biological_process	GB40892
LOC552161	GO:0003712	mediator of RNA polymerase II transcription subunit 9	transcription coregulator activity	molecular_function	GB40892
LOC411845	GO:0005515	p21-activated protein kinase-interacting protein 1-like	protein binding	molecular_function	GB53434
LOC413460	GO:0035091	sorting nexin-13, transcript variant X1	phosphatidylinositol binding	molecular_function	GB41835
LOC552361	GO:0016021	congested-like trachea protein, transcript variant X2	integral component of membrane	cellular_component	GB43634
LOC552141	GO:0016757	beta-1,4-N-acetylgalactosaminyltransferase bre-4	glycosyltransferase activity	molecular_function	GB42231
LOC552141	GO:0005975	beta-1,4-N-acetylgalactosaminyltransferase bre-4	carbohydrate metabolic process	biological_process	GB42231
LOC414032	GO:0006464	tubulin polyglutamylase TTLL5, transcript variant X3	cellular protein modification process	biological_process	GB48675
LOC414032	GO:0005524	tubulin polyglutamylase TTLL5, transcript variant X3	ATP binding	molecular_function	GB48675
LOC107964835	GO:0005634	protein RRP5 homolog	nucleus	cellular_component	
LOC107964835	GO:0006396	protein RRP5 homolog	RNA processing	biological_process	
LOC107964835	GO:0006364	protein RRP5 homolog	rRNA processing	biological_process	
LOC107964835	GO:0006397	protein RRP5 homolog	mRNA processing	biological_process	
LOC107964835	GO:0005515	protein RRP5 homolog	protein binding	molecular_function	
LOC410290	GO:0005680	anaphase-promoting complex subunit 5	anaphase-promoting complex	cellular_component	GB46621
GeneID_100578506	GO:0046872	Rho-associated, coiled-coil containing protein kinase 2	metal ion binding	molecular_function	GB54995
GeneID_100578506	GO:0005524	Rho-associated, coiled-coil containing protein kinase 2	ATP binding	molecular_function	GB54995
GeneID_100578506	GO:0035556	Rho-associated, coiled-coil containing protein kinase 2	intracellular signal transduction	biological_process	GB54995
GeneID_100578506	GO:0004672	Rho-associated, coiled-coil containing protein kinase 2	protein kinase activity	molecular_function	GB54995
GeneID_100578506	GO:0004674	Rho-associated, coiled-coil containing protein kinase 2	protein serine/threonine kinase activity	molecular_function	GB54995
GeneID_100578506	GO:0017048	Rho-associated, coiled-coil containing protein kinase 2	GO_0017048	go	GB54995
GeneID_100578506	GO:0006468	Rho-associated, coiled-coil containing protein kinase 2	protein phosphorylation	biological_process	GB54995
GeneID_100578506	GO:0031267	Rho-associated, coiled-coil containing protein kinase 2	small GTPase binding	molecular_function	GB54995
LOC413440	GO:0005515	protein kibra, transcript variant X4	protein binding	molecular_function	GB55908
LOC551551	GO:0000398	pre-mRNA-splicing factor Slu7, transcript variant X2	mRNA splicing, via spliceosome	biological_process	GB49492
LOC551551	GO:0000386	pre-mRNA-splicing factor Slu7, transcript variant X2	second spliceosomal transesterification activity	molecular_function	GB49492
LOC551551	GO:0030628	pre-mRNA-splicing factor Slu7, transcript variant X2	pre-mRNA 3'-splice site binding	molecular_function	GB49492
LOC100577671	GO:0005549	odorant receptor 16	odorant binding	molecular_function	GB52375
LOC100577671	GO:0004984	odorant receptor 16	olfactory receptor activity	molecular_function	GB52375
LOC100577671	GO:0016020	odorant receptor 16	membrane	cellular_component	GB52375
LOC100577671	GO:0007608	odorant receptor 16	sensory perception of smell	biological_process	GB52375
GeneID_411057	GO:0005506	cytochrome P450 314A1	iron ion binding	molecular_function	GB45651
GeneID_411057	GO:0016705	cytochrome P450 314A1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GB45651
GeneID_411057	GO:0020037	cytochrome P450 314A1	heme binding	molecular_function	GB45651
GeneID_411057	GO:0004497	cytochrome P450 314A1	monooxygenase activity	molecular_function	GB45651
GeneID_411057	GO:0016020	cytochrome P450 314A1	membrane	cellular_component	GB45651
GeneID_411057	GO:0016021	cytochrome P450 314A1	integral component of membrane	cellular_component	GB45651
GeneID_411057	GO:0046872	cytochrome P450 314A1	metal ion binding	molecular_function	GB45651
GeneID_411057	GO:0016491	cytochrome P450 314A1	oxidoreductase activity	molecular_function	GB45651
LOC408666	GO:0016020	uncharacterized LOC408666, transcript variant X2	membrane	cellular_component	GB55408
LOC408666	GO:0008083	uncharacterized LOC408666, transcript variant X2	growth factor activity	molecular_function	GB55408
LOC102655138	GO:0016021	E3 ubiquitin-protein ligase MARCH3-like	integral component of membrane	cellular_component	
LOC102655138	GO:0008270	E3 ubiquitin-protein ligase MARCH3-like	zinc ion binding	molecular_function	
LOC726548	GO:0007165	regulator of G-protein signaling loco, transcript variant X1	signal transduction	biological_process	GB49996
LOC726548	GO:0030695	regulator of G-protein signaling loco, transcript variant X1	GTPase regulator activity	molecular_function	GB49996
LOC726548	GO:0005515	regulator of G-protein signaling loco, transcript variant X1	protein binding	molecular_function	GB49996
LOC408826	GO:0005509	dystroglycan, transcript variant X5	calcium ion binding	molecular_function	GB46696
LOC408826	GO:0016020	dystroglycan, transcript variant X5	membrane	cellular_component	GB46696
LOC408826	GO:0016010	dystroglycan, transcript variant X5	dystrophin-associated glycoprotein complex	cellular_component	GB46696
LOC724580	GO:0016021	uncharacterized LOC724580	integral component of membrane	cellular_component	GB47248
LOC724580	GO:0019991	uncharacterized LOC724580	septate junction assembly	biological_process	GB47248
LOC552373	GO:0016021	dolichyldiphosphatase 1	integral component of membrane	cellular_component	GB43630
LOC552373	GO:0016787	dolichyldiphosphatase 1	hydrolase activity	molecular_function	GB43630
LOC411273	GO:0005576	probable serine/threonine-protein kinase clkA, transcript variant X1	extracellular region	cellular_component	GB41792
LOC411273	GO:0008061	probable serine/threonine-protein kinase clkA, transcript variant X1	chitin binding	molecular_function	GB41792
LOC410120	GO:0045454	thioredoxin, mitochondrial	cell redox homeostasis	biological_process	GB52684
LOC410120	GO:0015035	thioredoxin, mitochondrial	protein-disulfide reductase activity	molecular_function	GB52684
LOC410120	GO:0006662	thioredoxin, mitochondrial	glycerol ether metabolic process	biological_process	GB52684
LOC408590	GO:0008270	RING finger and CHY zinc finger domain-containing protein 1, transcript variant X2	zinc ion binding	molecular_function	GB44732
LOC551662	GO:0016757	beta-1,4-galactosyltransferase 7	glycosyltransferase activity	molecular_function	GB53777
LOC551662	GO:0005975	beta-1,4-galactosyltransferase 7	carbohydrate metabolic process	biological_process	GB53777
LOC725668	GO:0016788	phospholipase B1, membrane-associated-like	hydrolase activity, acting on ester bonds	molecular_function	GB42469
LOC725668	GO:0004620	phospholipase B1, membrane-associated-like	phospholipase activity	molecular_function	GB42469
LOC411613	GO:0042981	buffy, transcript variant X2	regulation of apoptotic process	biological_process	GB49154
LOC412755	GO:0005515	WD repeat-containing protein 13	protein binding	molecular_function	GB44354
LOC409264	GO:0046872	ATPase ASNA1 homolog	metal ion binding	molecular_function	GB43819
LOC409264	GO:0005524	ATPase ASNA1 homolog	ATP binding	molecular_function	GB43819
LOC409264	GO:0016887	ATPase ASNA1 homolog	ATP hydrolysis activity	molecular_function	GB43819
LOC409264	GO:0005783	ATPase ASNA1 homolog	endoplasmic reticulum	cellular_component	GB43819
LOC409264	GO:0045048	ATPase ASNA1 homolog	protein insertion into ER membrane	biological_process	GB43819
LOC551272	GO:0003779	talin-1, transcript variant X5	actin binding	molecular_function	GB41593
LOC551272	GO:0051015	talin-1, transcript variant X5	actin filament binding	molecular_function	GB41593
LOC551272	GO:0030276	talin-1, transcript variant X5	clathrin binding	molecular_function	GB41593
LOC551272	GO:0005200	talin-1, transcript variant X5	structural constituent of cytoskeleton	molecular_function	GB41593
LOC551272	GO:0007155	talin-1, transcript variant X5	cell adhesion	biological_process	GB41593
LOC551272	GO:0005856	talin-1, transcript variant X5	cytoskeleton	cellular_component	GB41593
LOC551272	GO:0006897	talin-1, transcript variant X5	endocytosis	biological_process	GB41593
LOC551272	GO:0005925	talin-1, transcript variant X5	focal adhesion	cellular_component	GB41593
LOC551272	GO:0001726	talin-1, transcript variant X5	ruffle	cellular_component	GB41593
LOC412806	GO:0016021	vesicle transport protein GOT1B	integral component of membrane	cellular_component	GB42488
LOC412806	GO:0016192	vesicle transport protein GOT1B	vesicle-mediated transport	biological_process	GB42488
LOC412806	GO:0042147	vesicle transport protein GOT1B	retrograde transport, endosome to Golgi	biological_process	GB42488
LOC412806	GO:0006888	vesicle transport protein GOT1B	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process	GB42488
LOC412823	GO:0005737	gamma-tubulin complex component 2, transcript variant X1	cytoplasm	cellular_component	GB46012
LOC412823	GO:0005874	gamma-tubulin complex component 2, transcript variant X1	microtubule	cellular_component	GB46012
LOC412823	GO:0007020	gamma-tubulin complex component 2, transcript variant X1	microtubule nucleation	biological_process	GB46012
LOC412823	GO:0005815	gamma-tubulin complex component 2, transcript variant X1	microtubule organizing center	cellular_component	GB46012
LOC412823	GO:0043015	gamma-tubulin complex component 2, transcript variant X1	gamma-tubulin binding	molecular_function	GB46012
LOC412823	GO:0000922	gamma-tubulin complex component 2, transcript variant X1	spindle pole	cellular_component	GB46012
LOC412823	GO:0000226	gamma-tubulin complex component 2, transcript variant X1	microtubule cytoskeleton organization	biological_process	GB46012
LOC411194	GO:0007064	MAU2 chromatid cohesion factor homolog	mitotic sister chromatid cohesion	biological_process	GB48122
LOC411194	GO:0005515	MAU2 chromatid cohesion factor homolog	protein binding	molecular_function	GB48122
LOC100576944	GO:0016021	odorant receptor 82a-like	integral component of membrane	cellular_component	GB52403
LOC100576944	GO:0005549	odorant receptor 82a-like	odorant binding	molecular_function	GB52403
LOC100576944	GO:0007165	odorant receptor 82a-like	signal transduction	biological_process	GB52403
LOC100576944	GO:0005886	odorant receptor 82a-like	plasma membrane	cellular_component	GB52403
LOC100576944	GO:0004984	odorant receptor 82a-like	olfactory receptor activity	molecular_function	GB52403
LOC100576944	GO:0016020	odorant receptor 82a-like	membrane	cellular_component	GB52403
LOC100576944	GO:0007608	odorant receptor 82a-like	sensory perception of smell	biological_process	GB52403
LOC551690	GO:0005829	methylosome subunit pICln	cytosol	cellular_component	GB43429
LOC551690	GO:0005886	methylosome subunit pICln	plasma membrane	cellular_component	GB43429
LOC551690	GO:0000387	methylosome subunit pICln	spliceosomal snRNP assembly	biological_process	GB43429
LOC551690	GO:0006884	methylosome subunit pICln	cell volume homeostasis	biological_process	GB43429
LOC551690	GO:0034709	methylosome subunit pICln	methylosome	cellular_component	GB43429
LOC551690	GO:0006821	methylosome subunit pICln	chloride transport	biological_process	GB43429
LOC551690	GO:0034715	methylosome subunit pICln	pICln-Sm protein complex	cellular_component	GB43429
LOC552561	GO:0004843	inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B, transcript variant X1	thiol-dependent deubiquitinase	molecular_function	GB53329
LOC552561	GO:1990380	inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B, transcript variant X1	Lys48-specific deubiquitinase activity	molecular_function	GB53329
LOC552561	GO:0071108	inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B, transcript variant X1	protein K48-linked deubiquitination	biological_process	GB53329
LOC409678	GO:0005515	ankycorbin, transcript variant X4	protein binding	molecular_function	GB48868
LOC552695	GO:0005515	RCC1 and BTB domain-containing protein 1, transcript variant X1	protein binding	molecular_function	GB43127
LOC725482	GO:0003824	L-lactate dehydrogenase A-like 6A, transcript variant X3	catalytic activity	molecular_function	GB48132
LOC725482	GO:0016491	L-lactate dehydrogenase A-like 6A, transcript variant X3	oxidoreductase activity	molecular_function	GB48132
LOC725482	GO:0016616	L-lactate dehydrogenase A-like 6A, transcript variant X3	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GB48132
LOC725482	GO:0019752	L-lactate dehydrogenase A-like 6A, transcript variant X3	carboxylic acid metabolic process	biological_process	GB48132
LOC725482	GO:0005975	L-lactate dehydrogenase A-like 6A, transcript variant X3	carbohydrate metabolic process	biological_process	GB48132
LOC100578739	GO:0016021	RYamide receptor, transcript variant X6	integral component of membrane	cellular_component	
LOC100578739	GO:0004930	RYamide receptor, transcript variant X6	G protein-coupled receptor activity	molecular_function	
LOC100578739	GO:0007186	RYamide receptor, transcript variant X6	G protein-coupled receptor signaling pathway	biological_process	
LOC724636	GO:0006355	myoblast determination protein 1 homolog, transcript variant X4	regulation of transcription, DNA-templated	biological_process	GB55306
LOC724636	GO:0046983	myoblast determination protein 1 homolog, transcript variant X4	protein dimerization activity	molecular_function	GB55306
LOC724636	GO:0007517	myoblast determination protein 1 homolog, transcript variant X4	muscle organ development	biological_process	GB55306
LOC726061	GO:0046872	mitochondrial import inner membrane translocase subunit Tim10, transcript variant X3	metal ion binding	molecular_function	GB14937
LOC726061	GO:0042719	mitochondrial import inner membrane translocase subunit Tim10, transcript variant X3	mitochondrial intermembrane space protein transporter complex	cellular_component	GB14937
LOC726061	GO:0045039	mitochondrial import inner membrane translocase subunit Tim10, transcript variant X3	protein insertion into mitochondrial inner membrane	biological_process	GB14937
LOC409970	GO:0008233	thrombospondin type-1 domain-containing protein 4, transcript variant X6	peptidase activity	molecular_function	GB49726
LOC724914	GO:0003677	protein hairy	DNA binding	molecular_function	GB47783
LOC724914	GO:0006355	protein hairy	regulation of transcription, DNA-templated	biological_process	GB47783
LOC724914	GO:0046983	protein hairy	protein dimerization activity	molecular_function	GB47783
